Ticker,Description,Price,Change %,Change,Technical Rating,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector
WBD,"Warner Bros. Discovery, Inc. - Series A",11.55,-0.68787618,-0.08,Sell,17221623,198909745.65,28047974218,,-1.6632,11000,Consumer Services
GPN,Global Payments Inc.,103.08,-0.43465662,-0.45,Neutral,2402153,247613931.24,27872951405,462.1875,0.2284,25000,Commercial Services
LYB,LyondellBasell Industries NV,84.9,0.30718336,0.26,Buy,2195696,186414590.4,27645516360,6.56607579,12.9232,19100,Process Industries
BAX,Baxter International Inc.,53.22,1.60366552,0.84,Sell,7442922,396112308.84,26829307359,,-4.7112,60000,Health Technology
TTD,"The Trade Desk, Inc.",54.49,4.97014063,2.58,Buy,4552217,248050304.33,26674107123.000004,,-0.0201,1967,Technology Services
FANG,"Diamondback Energy, Inc.",145.46,0.5252246,0.76,Sell,2403016,349542707.36,25600754764.000004,5.89390162,24.6152,870,Energy Minerals
K,Kellogg Company,73.83,0.86065574,0.63,Strong Buy,1417004,104617405.32,25196788553,16.83919945,4.3817,31000,Consumer Non-Durables
LEN,Lennar Corporation,88.3,0.15880218,0.14,Buy,1395827,123251524.1,25145460022.999996,5.82798969,15.1404,10753,Consumer Durables
EIX,Edison International,65.37,-0.22893773,-0.15,Buy,1658808,108436278.96,24963149850.000004,34.7254611,1.8943,13003,Utilities
EBAY,eBay Inc.,45.2,0.08857396,0.04,Buy,4338004,196077780.8,24528189817.999996,,-5.4793,10800,Retail Trade
SIRI,Sirius XM Holdings Inc.,6.24,-2.65210608,-0.17,Sell,15222010,94985342.4,24270712196,21.95205479,0.2956,5590,Consumer Services
FITB,Fifth Third Bancorp,35.25,-1.45373218,-0.52,Sell,4718763,166336395.75,24195465316.999996,11.0421683,3.2733,19112,Finance
HZNP,Horizon Therapeutics Public Limited Company,104.85,3.93536875,3.97,Strong Buy,5343478,560263668.3,23761261331.000004,41.47514698,2.5092,1890,Health Technology
FE,FirstEnergy Corp.,41.52,0.33832769,0.14,Buy,3138162,130296486.24,23739192039.000004,18.85537228,2.1985,12395,Utilities
DDOG,"Datadog, Inc.",74.71,-4.18109529,-3.26,Sell,5147740,384587655.4,23724893950.999996,,-0.0437,3200,Technology Services
LUV,Southwest Airlines Company,39.75,-0.82335329,-0.33,Buy,5312603,211175969.25,23601642563,31.47232038,1.394,55100,Transportation
TSN,"Tyson Foods, Inc.",66.02,0.82467929,0.54,Sell,2896612,191234324.23999995,23277878316,7.22251023,9.163,,Consumer Non-Durables
YUMC,"Yum China Holdings, Inc.",55.49,1.29609346,0.71,Buy,2012029,111647489.21,23218533668,27.23747017,2.0348,450000,Consumer Services
DAL,"Delta Air Lines, Inc.",35.71,0.93273036,0.33,Strong Buy,6566251,234480823.21,22896835551.999996,308.45684394,0.1252,83000,Transportation
ACGL,Arch Capital Group Ltd.,60.6,1.40562249,0.84,Buy,2161693,130998595.8,22414304227,19.14709558,3.1982,5200,Finance
HBAN,Huntington Bancshares Incorporated,15.46,-0.83386786,-0.13,Buy,14368066,222130300.36,22304671605,12.12097652,1.3076,,Finance
IR,Ingersoll Rand Inc.,54.55,0.47890956,0.26,Buy,2476924,135116204.2,22088699394,35.40036515,1.5531,16000,Producer Manufacturing
ZM,"Zoom Video Communications, Inc.",74.31,-4.02944595,-3.12,Strong Sell,3296148,244936757.88,21722465024,33.92035747,2.3407,6787,Technology Services
RF,Regions Financial Corporation,23.16,0.73945194,0.17,Buy,8925547,206715668.52,21641760363,11.44407387,2.0249,19626,Finance
CTRA,Coterra Energy Inc.,27.26,-0.61975939,-0.17,Strong Sell,8634856,235386174.56,21493620038,5.57475002,4.943,936,Energy Minerals
PPL,PPL Corporation,29.18,-0.3755548,-0.11,Buy,2549174,74384897.32,21485768170,30.90966653,0.949,5607,Utilities
HPE,Hewlett Packard Enterprise Company,16.69,-0.77288942,-0.13,Buy,13167115,219759149.35000005,21475039171,25.88090475,0.6635,,Electronic Technology
DASH,"DoorDash, Inc.",55.19,-3.37885154,-1.93,Sell,4720199,260507782.81,21425689120.999996,,-2.4142,8600,Technology Services
CAH,"Cardinal Health, Inc.",80.88,2.04390613,1.62,Strong Buy,2834707,229271102.16,21201399885,,-3.9712,46500,Distribution Services
CFG,"Citizens Financial Group, Inc.",41.7,-0.66698428,-0.28,Buy,2580842,107621111.4,20536873691,10.4939506,4.0183,17463,Finance
NU,Nu Holdings Ltd.,4.46,2.29357798,0.1,Sell,35512150,158384189,20523989793,,-0.0287,6075,Technology Services
CF,"CF Industries Holdings, Inc.",104.39,0.72365882,0.75,Neutral,1784526,186286669.14,20480218485,6.80266751,15.3108,3000,Process Industries
RBLX,Roblox Corporation,33.99,1.79694519,0.6,Neutral,15831103,538099190.97,20421730757.000004,,-1.312,,Technology Services
BBY,"Best Buy Co., Inc.",86.6,0.15034116,0.13,Buy,2693267,233236922.2,19496328114,12.9337681,6.7353,105000,Retail Trade
TECK,Teck Resources Ltd,37.7,-0.13245033,-0.05,Buy,2942704,110939940.80000003,19317821053.246704,6.28716068,6.1175316,10600,Energy Minerals
CNP,"CenterPoint Energy, Inc (Holding Co)",30.67,-1.16016758,-0.36,Buy,3420388,104903299.96,19307858266.000004,12.81384209,2.4271,12901,Utilities
AES,The AES Corporation,28.67,-0.17409471,-0.05,Buy,3320294,95192828.98,19150119900.999996,,-0.4131,8450,Utilities
CHWY,"Chewy, Inc.",44.92,1.28523112,0.57,Strong Buy,2750644,123558928.48,18988390172,,-0.132,21300,Retail Trade
MRO,Marathon Oil Corporation,29.74,-1.16317714,-0.35,Sell,10995608,327009381.91999996,18886916526,5.77875936,5.2194,1531,Energy Minerals
AMCR,Amcor plc,12.5,0.96930533,0.12,Strong Buy,9330763,116634537.5,18612744141,22.4356651,0.554,44000,Process Industries
ZS,"Zscaler, Inc.",128.99,-10.73356401,-15.51,Strong Sell,9665059,1246695960.41,18452341501,,-2.5928,4975,Technology Services
NIO,NIO Inc.,13.13,8.60215054,1.04,Buy,106286032,1395535600.16,18354277888.148037,,-1.0118,,Consumer Durables
CAG,"ConAgra Brands, Inc.",38.12,0.76658736,0.29,Strong Buy,2391528,91165047.36,18269200274,31.71795087,1.198,18000,Consumer Non-Durables
TTWO,"Take-Two Interactive Software, Inc.",108.76,2.21804511,2.36,Buy,1857906,202065856.56,18252008101,,-0.086,7799,Technology Services
FSLR,"First Solar, Inc.",168.32,-0.13053281,-0.22,Buy,2802768,471761909.76,17943856396,191.26191557,0.8914,4800,Electronic Technology
ETSY,"Etsy, Inc.",140.49,0.78915274,1.1,Strong Buy,2831463,397792236.87,17657951182,,-5.099,2402,Retail Trade
CMS,CMS Energy Corporation,60.52,-1.44927536,-0.89,Neutral,1757069,106337815.88000003,17566026172.999996,13.7872971,,9778,Utilities
BALL,Ball Corporation,55.81,-0.07162041,-0.04,Buy,1628982,90913485.42,17519884896,18.8631451,3.0095,24300,Process Industries
KEY,KeyCorp,18.55,-0.90811966,-0.17,Neutral,10413906,193177956.3,17306584319.000004,8.53858785,2.215,,Finance
LYV,"Live Nation Entertainment, Inc.",73.92,0.50305914,0.37,Neutral,1548039,114431042.88,17066639386.999998,101.33645632,0.8353,10200,Consumer Services
LCID,"Lucid Group, Inc.",10.15,3.25534079,0.32,Sell,27455368,278671985.2,17056375554.999998,,-1.1366,3900,Consumer Durables
TRGP,"Targa Resources, Inc.",75.19,0.32021348,0.24,Strong Buy,1142138,85877356.22,17021166633.000002,72.49951635,1.0759,2430,Utilities
SNAP,Snap Inc.,10.5,-3.40386385,-0.37,Neutral,32229285,338407492.5,16937555999.000002,,-0.6902,5661,Technology Services
U,Unity Software Inc.,40.94,0.73818898,0.3,Buy,13560762,555177596.28,16916407931.999998,,-2.6874,5245,Technology Services
MOS,Mosaic Company (The),49.31,0.42769857,0.21,Strong Sell,3391377,167228799.87,16789119468,4.80031285,10.3345,12525,Process Industries
PINS,"Pinterest, Inc.",24.86,-2.81469898,-0.72,Buy,9904426,246224030.36,16741819537.999998,309.68523002,0.0978,3225,Technology Services
RKT,"Rocket Companies, Inc.",8.41,-1.52224824,-0.13,Buy,3276778,27557702.98,16573233877.999998,10.285439,0.8872,,Finance
CPB,Campbell Soup Company,54.1,0.95167009,0.51,Strong Buy,2095574,113370553.4,16216928567.999998,21.42314611,2.5108,14700,Consumer Non-Durables
EXPE,"Expedia Group, Inc.",103.69,-2.11460398,-2.24,Buy,1767777,183300797.13,16185063789,38.85058314,2.8989,14800,Consumer Services
HWM,Howmet Aerospace Inc.,39.08,1.74433741,0.67,Strong Buy,3722143,145461348.44,16167867130,37.71232204,1.0317,19900,Electronic Technology
PLTR,Palantir Technologies Inc.,7.66,-2.54452926,-0.2,Neutral,18793279,143956517.14000002,15933880109.000002,,-0.2744,2920,Technology Services
SYF,Synchrony Financial,35.3,-1.78074569,-0.64,Sell,4764154,168174636.2,15904112590.000002,5.68239312,6.3679,18000,Finance
NET,"Cloudflare, Inc.",48.37,-2.42081904,-1.2,Neutral,3445984,166682246.07999998,15895589637.000002,,-0.6956,2440,Technology Services
GEN,Gen Digital Inc.,23.8,0.16835017,0.04,Buy,3278007,78016566.60000001,15502364248.999998,23.97094431,1.0162,2700,Technology Services
RCL,D/B/A Royal Caribbean Cruises Ltd.,60.51,-0.65670662,-0.4,Buy,2948534,178415792.34,15441063729,,-11.8225,85000,Consumer Services
OWL,Blue Owl Capital Inc.,11,-0.72202166,-0.08,Neutral,5567776,61245536,15344954503,,-0.0261,350,Finance
AVTR,"Avantor, Inc.",22.74,-0.26315789,-0.06,Buy,4682251,106474387.74,15331409443.000002,25.58922559,0.9394,13500,Process Industries
APA,APA Corporation,47.11,0.83476027,0.39,Buy,4617725,217541024.75,15146421580,4.46304045,10.4986,2253,Energy Minerals
SWKS,"Skyworks Solutions, Inc.",93.96,-1.06349373,-1.01,Buy,1203014,113035195.44,15048732724,12.18454512,7.8355,11150,Electronic Technology
EQT,EQT Corporation,39.93,-3.82947977,-1.59,Sell,6529683,260730242.19,14656146492,9.18015389,4.9713,693,Energy Minerals
SPLK,Splunk Inc.,88.64,-3.11509455,-2.85,Buy,4115520,364799692.8,14510367630,,-4.2845,7000,Technology Services
UAL,"United Airlines Holdings, Inc.",43.89,0,0,Buy,4528976,198776756.64,14348863420.000002,,-2.3424,84100,Transportation
MGM,MGM Resorts International,37.08,-0.5097934,-0.19,Buy,4660804,172822612.32,14239473212,12.74275164,2.9664,59000,Consumer Services
PSNY,Polestar Automotive Holding UK Limited,6.61,-6.50636492,-0.46,Neutral,4154880,27463756.8,14108242249,,,,Consumer Durables
OVV,Ovintiv Inc. (DE),55.49,1.79783526,0.98,Buy,2846272,157939633.28,13776061818,3.86738372,14.3518,1713,Energy Minerals
CHK,Chesapeake Energy Corporation,101.75,-0.42082599,-0.43,Buy,1801538,183306491.5,13631564067.999998,5.0522381,22.8798,1300,Energy Minerals
BEN,"Franklin Resources, Inc.",27.25,-0.10997067,-0.03,Strong Buy,3350402,91298454.5,13612971680.000002,10.79028558,2.5312,9800,Finance
MTCH,"Match Group, Inc.",48.67,-2.58206565,-1.29,Buy,3084470,150121154.9,13593826953,156.07622618,0.3845,2540,Technology Services
VTRS,Viatris Inc.,11.17,-0.6227758,-0.07,Buy,4142101,46267268.17,13545686743.000002,17.0380476,0.6628,37000,Health Technology
PARA,Paramount Global,20.38,1.04115022,0.21,Buy,7513414,153123377.32,13340890232,4.30256618,4.7629,22965,Consumer Services
FHN,First Horizon Corporation,24.68,-0.08097166,-0.02,Buy,5650065,139443604.2,13248318762,16.61621258,1.5485,7867,Finance
IP,International Paper Company,37.1,-0.77560845,-0.29,Buy,2631528,97629688.8,13195356954.999998,7.10350331,5.3113,31000,Process Industries
IPG,"Interpublic Group of Companies, Inc. (The)",33.69,-2.23447475,-0.77,Buy,2276161,76683864.08999999,13089397258,13.71487702,2.5419,55600,Commercial Services
VFC,V.F. Corporation,33.22,-0.77658303,-0.26,Buy,3552921,118028035.61999997,12908166352,31.08057928,1.0849,35000,Consumer Non-Durables
BILL,"Bill.com Holdings, Inc.",121.6,-1.64995147,-2.04,Neutral,1273719,154884230.4,12849671078.999998,,-3.2071,2269,Technology Services
CCL,Carnival Corporation,10,0.30090271,0.03,Buy,48326918,483269180,12372157926,,-6.2301,,Consumer Services
GRAB,Grab Holdings Limited,3.16,2.93159609,0.09,Buy,16888608,53368001.28,12171616062,,-0.6195,8834,Transportation
TME,Tencent Music Entertainment Group,7.4,6.62824207,0.46,Buy,16195354,119845619.6,11884883174.286,24.35087719,0.2874,5966,Technology Services
EQH,"Equitable Holdings, Inc.",31.98,0.28222013,0.09,Strong Buy,1796390,57448552.2,11833955428,4.45995273,7.1915,7800,Finance
ZI,ZoomInfo Technologies Inc.,29.27,1.24524386,0.36,Neutral,3937637,115254634.99,11815040954,63.06719023,0.4589,2742,Technology Services
CG,The Carlyle Group Inc.,31.56,-0.62972292,-0.2,Buy,4087372,128997460.32,11475383583.999998,6.63824095,4.8694,1850,Finance
DINO,HF Sinclair Corporation,56.42,-7.26495726,-4.42,Sell,4431094,250002323.48,11325216123.000002,5.77273417,10.5392,4208,Energy Minerals
WDC,Western Digital Corporation,35.45,-1.08816964,-0.39,Sell,4372246,154996120.70000002,11260702262.999998,12.35521236,2.9316,65000,Electronic Technology
DT,"Dynatrace, Inc.",39.06,-0.88809947,-0.35,Buy,1095064,42773199.84000001,11243538451,407.54912099,0.0985,3600,Technology Services
ACI,"Albertsons Companies, Inc.",20.98,1.10843373,0.23,Neutral,1420409,29800180.82,11225690397,7.38040192,3.0097,290000,Retail Trade
NI,NiSource Inc,27.57,-0.64864865,-0.18,Buy,4353548,120027318.36,11197123584.999998,18.15267875,1.661,7272,Utilities
CZR,"Caesars Entertainment, Inc.",51.38,-0.88734568,-0.46,Buy,2918512,149953146.56,11024407286,,-5.5374,49000,Consumer Services
MDB,"MongoDB, Inc.",160.17,-1.09299741,-1.77,Neutral,1806180,289295850.59999996,11004813624,,-5.3665,3544,Technology Services
KMX,CarMax Inc,69.59,0.70911722,0.49,Buy,1307467,90986628.53,10996297207.999998,13.94663545,5.0195,32647,Retail Trade
STX,Seagate Technology Holdings PLC,52.97,-0.61913696,-0.33,Sell,1992809,105559092.73,10935887752,10.25947028,5.2893,40000,Electronic Technology
ARMK,Aramark,42.12,0.52505967,0.22,Strong Buy,1882955,79310064.6,10898308068.000002,55.84432894,0.7554,273875,Consumer Services
COIN,"Coinbase Global, Inc.",47.67,5.30152419,2.4,Sell,10372090,494437530.3,10819443637,,-5.4182,3730,Technology Services
JNPR,"Juniper Networks, Inc.",32.86,-0.18226002,-0.06,Buy,2677454,87981138.44,10664895308,25.65261435,1.3147,10191,Electronic Technology
WOLF,"Wolfspeed, Inc.",84.29,-2.17038069,-1.87,Sell,2399817,202280574.93,10469936819,,-1.3124,4017,Electronic Technology
OKTA,"Okta, Inc.",65.08,-3.48509565,-2.35,Buy,6615647,430546306.76,10363789348,,-5.7694,5030,Technology Services
AR,Antero Resources Corporation,34.42,-2.63083451,-0.93,Sell,5184401,178447082.42000002,10330695856,5.7381706,6.6705,519,Energy Minerals
YMM,Full Truck Alliance Co. Ltd.,9.26,8.94117647,0.76,Strong Buy,12048867,111572508.42,10263790911,,-0.1611,7103,Transportation
XP,XP Inc.,18.37,4.91147915,0.86,Buy,4527261,83165784.57000001,10223287654,13.96554474,1.2939243,6193,Technology Services
PHM,"PulteGroup, Inc.",44.59,-1.24031008,-0.56,Buy,1467733,65446214.47000001,10158481234,4.58310494,9.8958,6182,Consumer Durables
BBWI,"Bath & Body Works, Inc.",43.86,1.36353131,0.59,Buy,4417499,193751506.14,10018265014,11.27615772,3.8493,56900,Retail Trade
BWA,BorgWarner Inc.,42.68,0.04688233,0.02,Buy,1574911,67217201.48,9993689832,12.39719857,3.4546,49300,Producer Manufacturing
FUTU,Futu Holdings Limited,66.3,8.77768663,5.35,Strong Buy,5148330,341334279,9970146433,28.33829273,2.1732,2318,Finance
FLEX,Flex Ltd.,21.76,-0.50297211,-0.11,Buy,2537820,55222963.2,9852579205,12.48358925,1.7713,172648,Electronic Technology
WYNN,"Wynn Resorts, Limited",85.15,1.32079962,1.11,Buy,2537260,216047689,9648652447,,-5.5415,26950,Consumer Services
WRK,Westrock Company,37.85,-0.44713309,-0.17,Buy,1245570,47144824.5,9631461605,10.43129939,3.6727,50500,Process Industries
VST,Vistra Corp.,23.99,-2.20138606,-0.54,Buy,1941562,46578072.38,9546904163,,-0.9538,5060,Utilities
NRG,"NRG Energy, Inc.",41.25,-2.08877285,-0.88,Sell,1748380,72120675,9503348293,5.35228803,7.8714,6635,Utilities
CTLT,"Catalent, Inc.",52.25,0.03829217,0.02,Neutral,4207595,219846838.75,9403097710,22.34342916,2.3536,19000,Health Technology
TOST,"Toast, Inc.",17.99,-1.90839695,-0.35,Sell,3098581,55743472.19,9368269442.999998,,-0.3383,3172,Technology Services
DOCU,"DocuSign, Inc.",46.6,-3.49968938,-1.69,Neutral,2984272,139067075.20000002,9356312795,,-0.5438,7461,Technology Services
TPR,"Tapestry, Inc.",38.81,0.85758836,0.33,Buy,3159750,122629897.5,9351708528,12.22130471,3.216,18100,Retail Trade
BLDR,"Builders FirstSource, Inc.",63.11,-0.97285423,-0.62,Buy,2146302,135453119.22,9288258830,3.89931412,16.4915,28000,Retail Trade
LBTYA,Liberty Global plc,19.63,-1.25754527,-0.25,Neutral,1215303,23856397.89,9259037277,1.68116972,11.9868,11200,Consumer Services
PLUG,"Plug Power, Inc.",15.81,0.38095238,0.06,Sell,10416791,164689465.71,9215719108,,-1.2004,2449,Electronic Technology
Z,"Zillow Group, Inc.",38.68,0.9394572,0.36,Buy,4728277,182889754.36,9166746326.000002,,-1.1628,8005,Finance
KNX,Knight-Swift Transportation Holdings Inc.,56.72,0.65661047,0.37,Strong Buy,1436278,81465688.16,9114677268,10.58474369,5.3581,27900,Transportation
AAL,"American Airlines Group, Inc.",13.97,-0.07153076,-0.01,Sell,24124274,337016107.78000003,9079115452,,-2.478,123400,Transportation
TWLO,Twilio Inc.,48.64,-1.61812298,-0.8,Sell,2533131,123211491.84,8966317023,,-7.2494,7867,Technology Services
AA,Alcoa Corporation,50.39,2.62729124,1.29,Buy,4833508,243560468.12,8915863600.999998,,-0.7136,12200,Non-Energy Minerals
NOV,NOV Inc.,22.55,1.34831461,0.3,Buy,1677781,37833961.55000001,8857751597,911.8852459,0.0262,27043,Industrial Services
PSTG,"Pure Storage, Inc.",29.61,-2.11570248,-0.64,Neutral,5324066,157645594.26,8850968466,748.76237624,0.0464,4200,Electronic Technology
XPEV,XPeng Inc.,11.45,14.8445336,1.48,Buy,94893826,1086534307.7,8840052872.88519,,-1.4334,13978,Consumer Durables
HOOD,"Robinhood Markets, Inc.",9.99,1.21580547,0.12,Neutral,8184424,81762395.76,8794540418,,-1.4772,3800,Technology Services
IVZ,Invesco Ltd,19.09,-1.74987133,-0.34,Buy,5510468,105194834.12,8681838216,9.7461878,2.0047,8513,Finance
PAA,"Plains All American Pipeline, L.P.",12.24,0.16366612,0.02,Buy,3046747,37292183.28,8547592120.000001,8.42351968,1.4507,4100,Industrial Services
BZ,KANZHUN LIMITED - American Depository Shares,19.54,9.16201117,1.64,Buy,5492084,107315321.36,8498821653.000001,100.78828829,0.1882,4840,Technology Services
DBX,"Dropbox, Inc.",23.33,-1.76842105,-0.42,Buy,2096447,48910108.51,8462639278.000001,25.35496957,0.9454,2667,Technology Services
CLF,Cleveland-Cliffs Inc.,16.42,3.53089533,0.56,Buy,13579330,222972598.60000005,8461266928.999999,3.43171196,4.757,26000,Non-Energy Minerals
ROKU,"Roku, Inc.",60.73,1.58916025,0.95,Buy,5065241,307612085.93,8457837611.999999,,-1.7208,3000,Consumer Durables
SWCH,"Switch, Inc.",34.23,0.02922268,0.01,Buy,1104997,37824047.31,8388556165,22.46143748,2.5251,829,Technology Services
GME,GameStop Corporation,27.52,3.45864662,0.92,Buy,4576128,125935042.56,8380658147,,-2.7824,12000,Retail Trade
ADT,ADT Inc.,9.75,0.7231405,0.07,Strong Buy,3723022,36299464.5,8372547089,,-0.0449,25000,Commercial Services
DISH,DISH Network Corporation,15.56,-0.19243105,-0.03,Neutral,3045845,47393348.2,8257788758,5.16721355,3.6254,14500,Consumer Services
EXAS,Exact Sciences Corporation,46.36,0.7826087,0.36,Buy,1282014,59434169.04,8237432028.999999,,-4.0987,6500,Health Technology
PATH,"UiPath, Inc.",14.53,12.46130031,1.61,Buy,18555504,269611473.12,7985785781,,-0.6682,4013,Technology Services
ALLY,Ally Financial Inc.,26.12,0.77160494,0.2,Sell,4900464,128000119.68,7800657582,4.37542201,5.9642,10500,Finance
AGL,"agilon health, inc.",18.13,0.3875969,0.07,Neutral,1094890,19850355.7,7466926577.000001,,-0.2634,648,Health Services
VIPS,Vipshop Holdings Limited,11.96,4.63692038,0.53,Strong Buy,7489141,89570126.36,7298265619,8.99433428,1.2796,8013,Retail Trade
SWN,Southwestern Energy Company,6.48,-4,-0.27,Strong Sell,22801799,147755657.52,7151189435,4.93457124,1.3806,938,Energy Minerals
GPK,Graphic Packaging Holding Company,22.97,0.17444396,0.04,Buy,3278308,75302734.75999999,7054501915.000001,17.53058104,1.3113,25000,Process Industries
NTNX,"Nutanix, Inc.",30.53,-0.03274394,-0.01,Strong Buy,4123000,125875190,7024521035,,-2.1312,6450,Technology Services
NCLH,Norwegian Cruise Line Holdings Ltd.,16.54,-0.48134777,-0.08,Buy,8556480,141524179.2,6969891675,,-8.2844,34700,Consumer Services
DKNG,DraftKings Inc.,15.49,-0.19329897,-0.03,Buy,12099726,187424755.74,6952659074,,-3.4395,3400,Consumer Services
COTY,Coty Inc.,8.07,1.6372796,0.13,Buy,3074434,24810682.38000001,6860407517,93.8534279,0.0961,11012,Consumer Non-Durables
RUN,Sunrun Inc.,32.15,3.17715019,0.99,Strong Buy,4910004,157856628.6,6851284730.000001,107.15268226,0.3247,11383,Utilities
CLVT,Clarivate Plc,10.12,0.59642147,0.06,Buy,6015710,60878985.2,6822791012,,-6.6435,11095,Technology Services
XRAY,DENTSPLY SIRONA Inc.,31.68,0.76335878,0.24,Buy,1483618,47001018.24,6808408923,,-3.8081,15000,Health Technology
BILI,Bilibili Inc.,19.84,16.56874266,2.82,Buy,28678002,568971559.68,6803293594.84104,,-3.1498,12281,Technology Services
DOCS,"Doximity, Inc.",35.47,1.98389879,0.69,Buy,1249732,44327994.04,6792889263,48.81403509,0.7376,887,Technology Services
SGFY,"Signify Health, Inc.",28.71,0.24441341,0.07,Buy,2284374,65584377.54,6772394983.000001,,-2.9274,2200,Technology Services
LEVI,Levi Strauss & Co,17.02,3.02663438,0.5,Buy,2035016,34635972.32,6712568261.999999,11.74379754,1.4315,16600,Consumer Non-Durables
DXC,DXC Technology Company,28.86,-1.9701087,-0.58,Neutral,1446267,41739265.62,6639682276,9.59020132,3.132,130000,Technology Services
MAT,"Mattel, Inc.",18.55,0.54200542,0.1,Neutral,1597142,29626984.1,6574147921,10.9841043,1.7098,36300,Consumer Durables
LNC,Lincoln National Corporation,38.82,0.232378,0.09,Sell,1612629,62602257.78,6568944469,,-11.9896,10848,Finance
FYBR,"Frontier Communications Parent, Inc.",26.62,2.07055215,0.54,Strong Buy,782497,20830070.14,6522006627,13.45023208,1.9421,15600,Communications
RRC,Range Resources Corporation,26.84,-4.10861022,-1.15,Strong Sell,3355393,90058748.12,6485487794,5.6441693,5.131,527,Energy Minerals
CFLT,"Confluent, Inc.",22.62,-0.39630119,-0.09,Sell,1611287,36447311.94000001,6478408297,,-1.6689,1981,Technology Services
GNRC,Generac Holdlings Inc.,100.7,-2.3183626,-2.39,Sell,1490256,150068779.20000002,6379989624,15.5218622,6.7738,9540,Producer Manufacturing
M,Macy's Inc,23.46,1.20793788,0.28,Buy,6971310,163546932.6,6360286544,4.83138105,4.9224,88857,Retail Trade
X,United States Steel Corporation,27.04,1.96078431,0.52,Strong Buy,6967090,188390113.6,6334632248.000001,2.20891395,13.2157,24540,Non-Energy Minerals
VLY,Valley National Bancorp,12.49,-0.79428118,-0.1,Buy,2043854,25527736.46,6324395317,11.81826715,1.0707,3370,Finance
ELAN,Elanco Animal Health Incorporated,13.2,0.07581501,0.01,Buy,4903106,64720999.2,6259511775,,-0.246,9800,Process Industries
CHX,ChampionX Corporation,30.93,0.42207792,0.13,Buy,1390459,43006896.87,6166197328,49.16201117,0.6445,7000,Process Industries
NYCB,"New York Community Bancorp, Inc.",9.05,-1.52339499,-0.14,Sell,12557458,113644994.9,6164279149,7.28266899,1.2644,2815,Finance
ONON,On Holding AG,19.61,1.97607904,0.38,Buy,1789270,35087584.7,6106698656,,,1158,Consumer Non-Durables
ENLC,"EnLink Midstream, LLC",12.74,0.95087163,0.12,Buy,1583272,20170885.28,6101611153,24.08856652,0.5316,1073,Industrial Services
AXTA,Axalta Coating Systems Ltd.,26.99,0.78416729,0.21,Strong Buy,1186548,32024930.52,5954235038,29.82182628,0.9005,13000,Process Industries
FTI,TechnipFMC plc,12.89,3.53413655,0.44,Buy,6763702,87184118.78,5754612570.999999,,-0.5006,22002,Industrial Services
LUMN,"Lumen Technologies, Inc.",5.51,-1.43112701,-0.08,Sell,21399082,117908941.82,5700551264.999999,2.7991988,2.0087,36000,Communications
HTZ,"Hertz Global Holdings, Inc",16.87,-1.2295082,-0.21,Strong Sell,2272180,38331676.6,5633773024,9.34303375,3.5288,23000,Finance
EXEL,"Exelixis, Inc.",17.39,2.05399061,0.35,Buy,1719228,29897374.92,5609342572.999999,17.95006847,0.9616,954,Commercial Services
WU,Western Union Company (The),14.44,-0.2073255,-0.03,Buy,3203394,46257009.36,5576306289,6.8484074,2.1196,10500,Finance
VRT,"Vertiv Holdings, LLC",14.76,3.94366197,0.56,Buy,3201343,47251822.68,5568882142.000001,,0.1926,24000,Electronic Technology
TPX,"Tempur Sealy International, Inc.",32.08,-0.03116236,-0.01,Buy,1349395,43288591.6,5485177595,11.34042478,2.9271,12000,Consumer Durables
HUN,Huntsman Corporation,28.34,2.68115942,0.74,Buy,1824900,51717666,5444098635.000001,5.14464659,5.4292,9000,Process Industries
AM,Antero Midstream Corporation,11.37,0.53050398,0.06,Buy,1635593,18596692.41,5440369371,16.88059701,0.6729,519,Industrial Services
PENN,"PENN Entertainment, Inc.",35.03,-1.8767507,-0.67,Buy,1782899,62454951.97,5433771993,25.48543689,1.514,21973,Consumer Services
GPS,"Gap, Inc. (The)",14.85,3.05343511,0.44,Buy,6024966,89470745.1,5420970705,92.25352113,0.1583,97000,Retail Trade
NWL,Newell Brands Inc.,12.99,1.1682243,0.15,Sell,4209797,54685263.03,5372663985,9.57780098,1.3482,32000,Producer Manufacturing
APP,Applovin Corporation,14.28,-0.06997901,-0.01,Sell,2783044,39741868.32,5307728253.999999,,-0.2212,1594,Technology Services
PBF,PBF Energy Inc.,36.64,-7.07583059,-2.79,Sell,5981682,219168828.48,5109817833,2.05041003,19.776,3418,Energy Minerals
ORCC,Owl Rock Capital Corporation,12.87,0.3900156,0.05,Neutral,1448234,18638771.58,5068501940,11.257464,1.1388,,Finance
LTHM,Livent Corporation,28,3.97326402,1.07,Sell,2896225,81094300,5022464966,27.11983887,1.1683,1109,Process Industries
ALIT,"Alight, Inc.",8.94,3.47222222,0.3,Buy,2005791,17931771.54,4968338738,59.25925926,0.1617,16000,Technology Services
COUP,Coupa Software Incorporated,64.67,0.37249728,0.24,Buy,1388431,89789832.77,4910410249,,-4.5937,3076,Technology Services
WEN,Wendy's Company (The),23.01,1.41031291,0.32,Strong Buy,2235988,51450083.88,4901750801.999999,26.1646679,0.8755,14500,Consumer Services
